Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
28 Sep 2004,427.5413988517993,427.5413988517993,422.42114257812506,422.421142578125,90095000,0.0,0.0
29 Sep 2004,422.42114257812506,422.42114257812506,414.7407581676137,422.421142578125,29370000,0.0,0.0
30 Sep 2004,422.4211341214467,424.9812622070312,422.4211341214467,424.9812622070313,42927500,0.0,0.0
01 Oct 2004,424.98127564929786,432.6616601489839,422.4211474827358,430.1015319824219,108387500,0.0,0.0
04 Oct 2004,432.661640035695,450.5825363685344,432.661640035695,445.4622802734375,424210000,0.0,0.0
05 Oct 2004,445.46229379827327,450.5825500488282,445.46229379827327,450.5825500488281,124827500,0.0,0.0
06 Oct 2004,450.5825535973837,450.5825535973837,437.7819128701853,440.342041015625,121337500,0.0,0.0
07 Oct 2004,440.3419574938322,440.3419574938322,435.2217021741365,437.7818298339844,122927500,0.0,0.0
08 Oct 2004,435.2217021741365,440.3419574938322,432.6615745142887,437.7818298339844,106670000,0.0,0.0
11 Oct 2004,437.781896130792,445.46228027343744,437.781896130792,445.4622802734375,93287500,0.0,0.0
12 Oct 2004,445.4622128135279,445.4622128135279,432.6615745142887,437.7818298339844,137947500,0.0,0.0
13 Oct 2004,437.781896130792,445.46228027343744,435.2217680832435,445.4622802734375,159010000,0.0,0.0
14 Oct 2004,442.9021691610647,445.4622973065044,437.7819128701853,440.342041015625,96632500,0.0,0.0
15 Oct 2004,440.342041015625,440.342041015625,435.2217847247457,440.342041015625,50477500,0.0,0.0
18 Oct 2004,440.3419574938322,440.3419574938322,437.7818298339844,437.7818298339844,49295000,0.0,0.0
19 Oct 2004,440.3420375477184,450.5825500488282,440.3420375477184,450.5825500488281,115110000,0.0,0.0
20 Oct 2004,450.5825449331648,450.5825449331648,437.7819044521089,442.9021606445313,116622500,0.0,0.0
21 Oct 2004,440.34196561925546,440.34196561925546,430.1014547909007,435.2217102050781,149800000,0.0,0.0
22 Oct 2004,437.781896130792,448.022408320986,435.2217680832435,445.4622802734375,114285000,0.0,0.0
25 Oct 2004,445.4622973065044,445.4622973065044,437.7819128701853,440.342041015625,100930000,0.0,0.0
26 Oct 2004,440.3419905793881,440.3419905793881,424.9812234661536,427.5413513183594,203522500,0.0,0.0
27 Oct 2004,430.1015319824219,432.6616601489839,427.54140381585984,430.1015319824219,83790000,0.0,0.0
28 Oct 2004,435.2217847247457,442.9021691610647,432.66165657930594,440.342041015625,145990000,0.0,0.0
29 Oct 2004,440.34202417834047,448.022408320986,440.34202417834047,445.4622802734375,122360000,0.0,0.0
01 Nov 2004,445.46228027343744,448.022408320986,442.902152225889,445.4622802734375,31657500,0.0,0.0
02 Nov 2004,448.02245259936393,473.6237356050419,448.02245259936393,468.5034790039063,305235000,0.0,0.0
03 Nov 2004,473.62365480453246,488.9844219873822,468.5033990769159,483.8641662597656,150347500,0.0,0.0
04 Nov 2004,486.4243996661643,488.9845280854599,471.0636291503907,471.0636291503906,114440000,0.0,0.0
05 Nov 2004,473.62361866940734,481.3040016748572,468.5033633324408,476.1837463378906,122157500,0.0,0.0
08 Nov 2004,476.1838464685389,476.1838464685389,465.9433336412585,473.6237182617188,90492500,0.0,0.0
09 Nov 2004,476.18376869568857,478.7438964843751,476.18376869568857,478.743896484375,118007500,0.0,0.0
10 Nov 2004,478.7438423558285,488.9843523527447,478.7438423558285,486.4242248535156,166045000,0.0,0.0
11 Nov 2004,486.4242407616149,486.4242407616149,478.7438580127473,481.3039855957031,54052500,0.0,0.0
12 Nov 2004,483.8641662597656,486.4242941235739,481.3040383959573,483.8641662597656,85222500,0.0,0.0
15 Nov 2004,483.8641662597656,483.8641662597656,483.8641662597656,483.8641662597656,0,0.0,0.0
16 Nov 2004,483.8641662597656,483.8641662597656,483.8641662597656,483.8641662597656,0,0.0,0.0
17 Nov 2004,483.8641662597656,483.8641662597656,483.8641662597656,483.8641662597656,0,0.0,0.0
18 Nov 2004,483.8641662597656,483.8641662597656,483.8641662597656,483.8641662597656,0,0.0,0.0
19 Nov 2004,483.8641662597656,483.8641662597656,483.8641662597656,483.8641662597656,0,0.0,0.0
22 Nov 2004,488.98446824815534,512.025621202257,488.98446824815534,506.9053649902344,220507500,0.0,0.0
23 Nov 2004,506.9053784179688,517.1458911132812,506.9053784179688,512.025634765625,94610000,0.0,0.0
24 Nov 2004,517.1457968319163,527.3863076602711,512.025541417739,522.2660522460938,59635000,0.0,0.0
25 Nov 2004,517.1458774142795,517.1458774142795,501.7851087782118,506.9053649902344,74615000,0.0,0.0
26 Nov 2004,509.4655065917969,514.5857629394532,509.4655065917969,512.025634765625,52520000,0.0,0.0
29 Nov 2004,517.1458774142795,517.1458774142795,506.9053649902344,506.9053649902344,44055000,0.0,0.0
30 Nov 2004,506.9053784179688,514.5857629394532,506.9053784179688,512.025634765625,94097500,0.0,0.0
01 Dec 2004,512.025541417739,522.2660522460938,512.025541417739,522.2660522460938,51862500,0.0,0.0
02 Dec 2004,527.38645700308,542.7472275954026,527.38645700308,532.5067138671875,126572500,0.0,0.0
03 Dec 2004,537.6269165039063,537.6269165039063,506.9053784179688,512.025634765625,145035000,0.0,0.0
06 Dec 2004,512.025634765625,517.1458911132812,506.9053784179688,512.025634765625,80417500,0.0,0.0
07 Dec 2004,512.025541417739,522.2660522460938,512.025541417739,522.2660522460938,93810000,0.0,0.0
08 Dec 2004,522.2661918413521,532.5067054068688,512.0256782758355,517.1459350585938,139875000,0.0,0.0
09 Dec 2004,517.1459892428652,517.1459892428652,501.7852172851563,501.78521728515625,123322500,0.0,0.0
10 Dec 2004,481.3039855957032,486.4242407616149,473.6236028468355,481.3039855957031,397757500,0.0,0.0
13 Dec 2004,481.3039855957032,486.4242407616149,476.1837304297914,481.3039855957031,148000000,0.0,0.0
14 Dec 2004,481.30414282757306,481.30414282757306,463.3832438925039,471.0636291503906,138687500,0.0,0.0
15 Dec 2004,471.0634598581415,488.9843523527447,465.94320485968336,486.4242248535156,331627500,0.0,0.0
16 Dec 2004,486.42424598106976,501.7850116436298,486.42424598106976,499.2248840332031,287085000,0.0,0.0
17 Dec 2004,501.7851087782118,509.4654930962456,501.7851087782118,506.9053649902344,115332500,0.0,0.0
20 Dec 2004,506.9053735103704,509.4655016594126,499.2249890632435,504.3452453613281,57910000,0.0,0.0
21 Dec 2004,504.34534594477446,504.34534594477446,494.1048313063019,501.78521728515625,89402500,0.0,0.0
22 Dec 2004,501.7850116436298,504.3451392540565,494.1046288123498,499.2248840332031,66505000,0.0,0.0
23 Dec 2004,499.22493099548655,499.22493099548655,494.1046752929688,494.1046752929688,77420000,0.0,0.0
24 Dec 2004,494.1046752929688,494.1046752929688,494.1046752929688,494.1046752929688,0,0.0,0.0
27 Dec 2004,494.8340391501402,502.5257599659455,489.7062252729367,499.96185302734375,51010000,1.4224,0.0
28 Dec 2004,502.5257631282216,505.0896700829574,497.39794921874994,497.39794921875,46560000,0.0,0.0
29 Dec 2004,499.96197136081,505.0897864516901,497.39806381536994,502.52587890625,72965000,0.0,0.0
30 Dec 2004,499.96192101987526,505.0897355944381,494.8341064453125,494.8341064453125,39220000,0.0,0.0
31 Dec 2004,494.8341064453125,494.8341064453125,494.8341064453125,494.8341064453125,0,0.0,0.0
03 Jan 2005,499.9619072463912,505.0897216796874,494.8340928130948,505.0897216796875,52375000,0.0,0.0
04 Jan 2005,505.0898397426412,510.2176553745462,502.5259319266888,507.65374755859375,136242500,0.0,0.0
05 Jan 2005,505.0896669045472,505.0896669045472,499.9618530273437,499.96185302734375,115040000,0.0,0.0
06 Jan 2005,499.9619005672896,512.7814364792713,499.9619005672896,510.217529296875,188632500,0.0,0.0
07 Jan 2005,512.781357183689,525.6008911132812,512.781357183689,525.6008911132812,218142500,0.0,0.0
10 Jan 2005,523.0371944543087,523.0371944543087,502.5259319266888,507.65374755859375,93677500,0.0,0.0
11 Jan 2005,507.65357703769325,507.65357703769325,494.83404226401416,497.39794921875,170265000,0.0,0.0
12 Jan 2005,497.3980137325939,499.96192101987526,494.8341064453125,494.8341064453125,81775000,0.0,0.0
13 Jan 2005,497.3979933848932,510.2175292968749,497.3979933848932,510.217529296875,131450000,0.0,0.0
14 Jan 2005,510.21746520996095,520.4730926513672,510.21746520996095,512.7813720703125,164037500,0.0,0.0
17 Jan 2005,512.7813720703125,523.0369995117187,512.7813720703125,512.7813720703125,66805000,0.0,0.0
18 Jan 2005,512.7815631904987,512.7815631904987,502.5259319266888,507.65374755859375,59940000,0.0,0.0
19 Jan 2005,507.65374755859375,512.7815631904987,507.65374755859375,507.65374755859375,104767500,0.0,0.0
20 Jan 2005,510.2176553745462,515.3454710064512,507.65374755859375,507.65374755859375,84625000,0.0,0.0
24 Jan 2005,507.65357703769325,507.65357703769325,497.39794921874994,497.39794921875,105780000,0.0,0.0
25 Jan 2005,497.3980137325939,497.3980137325939,492.2701991580311,494.8341064453125,189667500,0.0,0.0
26 Jan 2005,494.83404226401416,499.9618561734858,494.83404226401416,497.39794921875,84725000,0.0,0.0
27 Jan 2005,497.39792474110914,497.39792474110914,492.2701110839843,492.2701110839844,134222500,0.0,0.0
28 Jan 2005,494.8340179125468,494.8340179125468,489.7062042554219,492.2701110839844,100760000,0.0,0.0
31 Jan 2005,492.2701110839843,494.8340179125468,487.1422974268595,492.2701110839844,137322500,0.0,0.0
01 Feb 2005,494.8341064453125,499.96192101987526,492.2701991580311,494.8341064453125,69960000,0.0,0.0
02 Feb 2005,494.8339620489824,497.3978685880962,487.1422424316407,487.1422424316406,103680000,0.0,0.0
03 Feb 2005,487.14237131971,489.7062785371821,479.4506496672935,482.0145568847656,125185000,0.0,0.0
04 Feb 2005,482.0146523541945,484.5785600794828,479.4507446289063,479.4507446289063,66002500,0.0,0.0
07 Feb 2005,482.0145020843834,484.57840901036417,476.8866882324219,476.8866882324219,48097500,0.0,0.0
08 Feb 2005,476.8867527317356,476.8867527317356,471.7589381862331,474.3228454589844,60667500,0.0,0.0
11 Feb 2005,474.3229291783297,482.0146523541945,471.75902145304144,479.4507446289063,60615000,0.0,0.0
14 Feb 2005,479.4505951584027,484.57840901036417,476.8866882324219,476.8866882324219,110112500,0.0,0.0
15 Feb 2005,479.45052281429895,487.1422424316407,476.8866162751851,487.1422424316406,103120000,0.0,0.0
16 Feb 2005,487.1422424316407,489.70614897075455,484.5783358925268,487.1422424316406,82627500,0.0,0.0
17 Feb 2005,487.14237131971,487.14237131971,482.0145568847657,482.0145568847656,178605000,0.0,0.0
18 Feb 2005,482.0145568847657,484.5784641022378,479.4506496672935,482.0145568847656,70675000,0.0,0.0
21 Feb 2005,482.0145672772381,482.0145672772381,471.7589381862331,474.3228454589844,203617500,0.0,0.0
22 Feb 2005,471.7588743804604,479.4505951584027,471.7588743804604,476.8866882324219,181150000,0.0,0.0
23 Feb 2005,476.8866882324219,476.8866882324219,471.7588743804604,476.8866882324219,61910000,0.0,0.0
24 Feb 2005,476.8867597736296,476.8867597736296,469.1950378417968,469.1950378417969,81207500,0.0,0.0
25 Feb 2005,471.7588340716655,474.3227407785767,453.8114871232869,458.9393005371094,254097500,0.0,0.0
28 Feb 2005,458.9393372616526,458.9393372616526,448.6837096133475,453.8115234375,92602500,0.0,0.0
01 Mar 2005,453.8114786672068,471.7588252811641,453.8114786672068,466.6310119628906,221865000,0.0,0.0
02 Mar 2005,466.631020657843,466.631020657843,456.3753938301981,458.9393005371094,172462500,0.0,0.0
03 Mar 2005,456.3754781649257,464.0671997070312,456.3754781649257,464.0671997070313,195842500,0.0,0.0
04 Mar 2005,461.5032441737288,461.5032441737288,453.81152343750006,453.8115234375,158212500,0.0,0.0
07 Mar 2005,456.37543034957633,458.9393372616526,451.2476165254238,453.8115234375,100120000,0.0,0.0
08 Mar 2005,453.8114871232869,458.9393005371093,453.8114871232869,458.9393005371094,160957500,0.0,0.0
09 Mar 2005,458.9393853456276,464.0671997070312,458.9393853456276,464.0671997070313,49237500,0.0,0.0
10 Mar 2005,458.9393372616526,458.9393372616526,448.6837096133475,453.8115234375,159062500,0.0,0.0
14 Mar 2005,451.2476011764171,451.2476011764171,428.1724397526231,440.9919738769531,553407500,0.0,0.0
15 Mar 2005,440.9920849609375,453.81162231445313,438.4281774902344,448.6838073730469,233760000,0.0,0.0
16 Mar 2005,448.6838073730469,456.3755297851563,443.5559924316406,448.6838073730469,163600000,0.0,0.0
17 Mar 2005,446.1198359402743,456.3754643526944,446.1198359402743,451.2476501464844,74130000,0.0,0.0
18 Mar 2005,451.2476165254238,456.37543034957633,446.1198027012712,453.8115234375,129662500,0.0,0.0
21 Mar 2005,453.8115709842239,469.1950140684349,453.8115709842239,464.0671997070313,141227500,0.0,0.0
22 Mar 2005,464.06722322057504,474.32285246301865,458.9394085993532,469.1950378417969,135330000,0.0,0.0
23 Mar 2005,464.0672163679793,479.4506600044869,461.503309095228,474.3228454589844,173987500,0.0,0.0
24 Mar 2005,474.32273194030086,474.32273194030086,464.06710530375386,466.6310119628906,200785000,0.0,0.0
28 Mar 2005,464.06722322057504,476.8867597736296,461.5033159099641,469.1950378417969,70840000,0.0,0.0
29 Mar 2005,466.631110297309,469.1950174967448,456.3754814995659,461.5032958984375,179952500,0.0,0.0
