No,Stock Code,Company Name,Remarks,Previous,Open Price,Last Trading Date,First Trade,High,Low,Close,Change,Volume,Value,Frequency,Index Individual,Offer,Offer Volume,Bid,Bid Volume,Listed Shares,Tradeble Shares,Weight For Index,Foreign Sell,Foreign Buy,Non Regular Volume,Non Regular Value,Non Regular Frequency
67,BBCA,Bank Central Asia Tbk.,XDS8B3O1,33425,33475,02 Jan 2020,33475,33900,33400,33450,25,9889000,330952265000,5388,19114.3,33450,1318500,33425.0,1927900,24408459900.0,24408459900.0,24408459900.0,2010800,7649600,1997003.0,66802297950.0,28
67,BBCA,Bank Central Asia Tbk.,--S8B3O1,33450,33750,03 Jan 2020,33750,34000,33625,34000,550,9551100,323890197500,7711,19428.6,34000,2652400,33975.0,2400,24408459900.0,24408459900.0,24408459900.0,3489600,8407100,256740.0,8586094399.0,13
67,BBCA,Bank Central Asia Tbk.,--S8B3O1,34000,33600,06 Jan 2020,33625,33750,33450,33675,-325,5460000,183597080000,5814,19242.9,33700,4100,33675.0,1512200,24408459900.0,24408459900.0,24408459900.0,3618900,2005800,184031.0,6231968306.0,23
67,BBCA,Bank Central Asia Tbk.,--S8B3O1,33675,33675,07 Jan 2020,33675,33850,33650,33700,25,9004500,303482512500,5819,19257.1,33700,1228000,33675.0,4100,24408459900.0,24408459900.0,24408459900.0,6169500,4869800,367040.0,12358017050.0,21
67,BBCA,Bank Central Asia Tbk.,--S8B3O1,33700,33350,08 Jan 2020,33375,33725,33350,33400,-300,10738500,360614215000,5318,19085.7,33500,1800,33400.0,1054100,24408459900.0,24408459900.0,24408459900.0,9179200,3535700,2333572.0,78607581208.0,43
68,BBCA,Bank Central Asia Tbk.,--S8B3O1,33400,33700,09 Jan 2020,33650,33775,33650,33700,300,8072700,272004105000,6122,19257.1,33700,944800,33675.0,1332100,24408459900.0,24408459900.0,24408459900.0,4264200,5789900,3637750.0,122306689125.0,17
68,BBCA,Bank Central Asia Tbk.,--S8B3O1,33700,33825,10 Jan 2020,33825,34125,33550,33625,-75,14672400,494479322500,6131,19214.3,33675,32000,33625.0,4218700,24408459900.0,24408459900.0,24408459900.0,11239400,7916900,427521.0,14404146867.0,26
68,BBCA,Bank Central Asia Tbk.,--S8B3O1,33625,33700,13 Jan 2020,33675,33800,33675,33725,100,13571000,457401000000,5265,19271.4,33725,1941700,33700.0,44000,24408459900.0,24408459900.0,24408459900.0,7249600,9903700,181190.0,6116309700.0,21
69,BBCA,Bank Central Asia Tbk.,--S8B3O1,33725,33725,14 Jan 2020,33725,34425,33700,34350,625,18716400,637646440000,9144,19628.6,34350,1146500,34325.0,2900,24408459900.0,24408459900.0,24408459900.0,5342400,17090100,7982872.0,270509719125.0,32
69,BBCA,Bank Central Asia Tbk.,--S8B3O1,34350,34350,15 Jan 2020,34375,35300,34000,34175,-175,15124700,522165815000,11348,19528.6,34200,23400,34175.0,2460400,24408459900.0,24408459900.0,24408459900.0,8756200,10130900,1417125.0,48270066450.0,39
69,BBCA,Bank Central Asia Tbk.,--S8B3O1,34175,34025,16 Jan 2020,34025,34450,33975,34250,75,17786300,608505872500,9004,19571.4,34250,126500,34225.0,900,24408459900.0,24408459900.0,24408459900.0,10400400,8700300,2624406.0,90481770486.0,29
69,BBCA,Bank Central Asia Tbk.,--S8B3O1,34175,34025,16 Jan 2020,34025,34450,33975,34250,75,17786300,608505872500,9004,19571.4,34250,126500,34225.0,900,24408459900.0,24408459900.0,24408459900.0,10400400,8700300,2624406.0,90481770486.0,29
69,BBCA,Bank Central Asia Tbk.,--S8B3O1,34375,34750,20 Jan 2020,34700,34875,34150,34175,-200,18710900,641398217500,8728,19528.6,34200,2500,34175.0,1058300,24408459900.0,24408459900.0,24408459900.0,16830800,5478500,906361.0,31015522329.0,25
69,BBCA,Bank Central Asia Tbk.,--S8B3O1,34250,34200,17 Jan 2020,34325,34450,34000,34375,125,7649900,261939587500,7931,19642.9,34375,519800,34350.0,100,24408459900.0,24408459900.0,24408459900.0,4792400,4812900,893831.0,30560820441.0,41
69,BBCA,Bank Central Asia Tbk.,--S8B3O1,34150,34275,22 Jan 2020,34250,34475,34175,34200,50,18862300,645964167500,6482,19542.9,34225,923800,34200.0,128400,24408459900.0,24408459900.0,24408459900.0,12600800,9332700,3420490.0,117065733741.0,20
69,BBCA,Bank Central Asia Tbk.,--S8B3O1,34200,34425,23 Jan 2020,34300,34475,34150,34200,0,17545600,600294655000,5077,19542.9,34200,3673500,34175.0,1600,24408459900.0,24408459900.0,24408459900.0,16509200,8035300,2385064.0,81811218550.0,20
69,BBCA,Bank Central Asia Tbk.,--S8B3O1,34200,34100,24 Jan 2020,34100,34400,34050,34050,-150,13930700,475665060000,6831,19457.1,34075,3400,34050.0,1259100,24408459900.0,24408459900.0,24408459900.0,12513300,6022700,4553461.0,155609165575.0,20
69,BBCA,Bank Central Asia Tbk.,--S8B3O1,34050,34325,27 Jan 2020,34200,34700,34075,34200,150,7935800,272550107500,4331,19542.9,34225,1937100,34200.0,2276500,24408459900.0,24408459900.0,24408459900.0,1669800,5357800,283191.0,9670966925.0,14
69,BBCA,Bank Central Asia Tbk.,--S8B3O1,34200,34175,28 Jan 2020,34175,34225,33775,33950,-250,16523000,562153375000,9661,19400.0,33975,20500,33950.0,425100,24408459900.0,24408459900.0,24408459900.0,12594100,4930000,7400718.0,252363016025.0,18
69,BBCA,Bank Central Asia Tbk.,--S8B3O1,33950,34000,29 Jan 2020,34000,34225,33850,33925,-25,8764200,297619722500,6865,19385.7,33950,27800,33925.0,129200,24408459900.0,24408459900.0,24408459900.0,5246300,4396000,4467746.0,152298001850.0,14
69,BBCA,Bank Central Asia Tbk.,--S8B3O1,33925,34225,30 Jan 2020,34175,34225,33650,33700,-225,14398000,486672252500,7736,19257.1,33700,7645000,33675.0,194700,24408459900.0,24408459900.0,24408459900.0,11593400,8191000,2696935.0,91304831350.0,10
69,BBCA,Bank Central Asia Tbk.,--S8B3O1,33700,34000,31 Jan 2020,33875,34025,32400,32400,-1300,32627300,1069343810000,21536,18514.3,32450,400,32400.0,83400,24408459900.0,24408459900.0,24408459900.0,27657800,10632400,2866779.0,93927356000.0,22
69,BBCA,Bank Central Asia Tbk.,--S8B3O1,32400,32400,03 Feb 2020,32375,32925,31850,32200,-200,29959400,970701642500,17303,18400.0,32200,1279200,32175.0,1021900,24408459900.0,24408459900.0,24408459900.0,24819200,10088200,1126517.0,36905408224.0,27
69,BBCA,Bank Central Asia Tbk.,--S8B3O1,32200,32850,04 Feb 2020,32750,33100,32600,33000,800,22663300,744012655000,10410,18857.1,33000,1589200,32975.0,17500,24408459900.0,24408459900.0,24408459900.0,6326500,17864200,6642606.0,215689737840.0,30
67,BBCA,Bank Central Asia Tbk.,XDS8B3O1,33425,33475,02 Jan 2020,33475,33900,33400,33450,25,9889000,330952265000,5388,19114.3,33450,1318500,33425.0,1927900,24408459900.0,24408459900.0,24408459900.0,2010800,7649600,1997003.0,66802297950.0,28
69,BBCA,Bank Central Asia Tbk.,--S8B3O1,33700,33550,07 Feb 2020,33525,33900,33525,33800,100,16521800,558253642500,6828,19314.3,33825,152100,33800.0,43400,24408459900.0,24408459900.0,24408459900.0,7059300,14330700,2891574.0,97531142225.0,23
69,BBCA,Bank Central Asia Tbk.,--S8B3O1,33800,33800,10 Feb 2020,33800,33925,33150,33925,125,13315700,448548767500,7402,19385.7,33925,1744300,33825.0,200,24408459900.0,24408459900.0,24408459900.0,8423000,10260100,4021979.0,136321027275.0,25
69,BBCA,Bank Central Asia Tbk.,--S8B3O1,33925,33925,11 Feb 2020,33925,33925,33725,33900,-25,15505300,525629927500,7237,19371.4,33925,173300,33900.0,404600,24408459900.0,24408459900.0,24408459900.0,8747400,10400000,2226774.0,75181897850.0,24
70,BBCA,Bank Central Asia Tbk.,--S8B3O1,33900,34000,12 Feb 2020,34000,34000,33800,34000,100,13994300,474771935000,4526,19428.6,34000,431000,33925.0,200,24408459900.0,24408459900.0,24408459900.0,7317600,9365200,18293631.0,620585012400.0,20
70,BBCA,Bank Central Asia Tbk.,--S8B3O1,34000,34100,13 Feb 2020,34050,34100,33700,33950,-50,9947400,337236270000,5086,19400.0,33950,4393500,33925.0,3284400,24408459900.0,24408459900.0,24408459900.0,6025100,5437200,14498233.0,491832697200.0,13
70,BBCA,Bank Central Asia Tbk.,--S8B3O1,33950,33900,14 Feb 2020,33875,33975,33375,33400,-550,29405700,991164577500,7537,19085.7,33400,2013600,33375.0,136500,24408459900.0,24408459900.0,24408459900.0,26555200,10839100,1471680.0,49925356050.0,11
71,BBCA,Bank Central Asia Tbk.,--S8B3O1,33400,33400,17 Feb 2020,33425,33750,33400,33600,200,23063800,774311460000,4917,19200.0,33600,2944100,33575.0,910500,24408459900.0,24408459900.0,24408459900.0,20629400,11276600,18273213.0,611734356368.0,21
71,BBCA,Bank Central Asia Tbk.,--S8B3O1,33600,33425,18 Feb 2020,33425,33600,33350,33475,-125,19687300,659742415000,6201,19128.6,33500,100,33475.0,71900,24408459900.0,24408459900.0,24408459900.0,18732500,13105700,127710.0,4279692225.0,6
71,BBCA,Bank Central Asia Tbk.,--S8B3O1,33475,33325,19 Feb 2020,33375,33800,33325,33475,0,14918800,499517600000,4661,19128.6,33500,1009700,33475.0,23600,24408459900.0,24408459900.0,24408459900.0,9329300,10198600,550528.0,18432862021.0,12
71,BBCA,Bank Central Asia Tbk.,--S8B3O1,33475,33450,20 Feb 2020,33450,33475,32825,32975,-500,27344900,906154017500,12231,18842.9,33000,6100,32975.0,238000,24408459900.0,24408459900.0,24408459900.0,19306900,8347400,3516704.0,116834261000.0,31
71,BBCA,Bank Central Asia Tbk.,--S8B3O1,32975,33000,21 Feb 2020,33025,33300,32975,33075,100,19652200,650232782500,9859,18900.0,33200,100,33075.0,42000,24408459900.0,24408459900.0,24408459900.0,17174800,12661000,852246.0,28209435925.0,14
71,BBCA,Bank Central Asia Tbk.,--S8B3O1,33075,32825,24 Feb 2020,32800,33000,32550,32625,-450,16982000,555678427500,9168,18642.9,32725,7000,32625.0,473600,24408459900.0,24408459900.0,24408459900.0,12072600,6082000,1496845.0,49383573150.0,9
71,BBCA,Bank Central Asia Tbk.,--S8B3O1,32625,32750,25 Feb 2020,32725,32800,32550,32650,25,17289300,564519857500,9715,18657.1,32650,437000,32625.0,60200,24408459900.0,24408459900.0,24408459900.0,14794100,10245600,223568.0,7544482175.0,11
71,BBCA,Bank Central Asia Tbk.,--S8B3O1,32650,32500,26 Feb 2020,32525,32675,32100,32100,-550,18564900,600970730000,11601,18342.9,32200,1500,32100.0,186200,24408459900.0,24408459900.0,24408459900.0,15775000,6884700,2297620.0,74943108684.0,18
71,BBCA,Bank Central Asia Tbk.,--S8B3O1,32650,32500,26 Feb 2020,32525,32675,32100,32100,-550,18564900,600970730000,11601,18342.9,32200,1500,32100.0,186200,24408459900.0,24408459900.0,24408459900.0,15775000,6884700,2297620.0,74943108684.0,18
71,BBCA,Bank Central Asia Tbk.,--S8B3O1,31450,31000,28 Feb 2020,31000,31450,30175,31450,0,33989300,1048122467500,20255,17971.4,31475,16900,31450.0,377000,24408459900.0,24408459900.0,24408459900.0,24741500,22682800,959061.0,30386135425.0,20
71,BBCA,Bank Central Asia Tbk.,--S8B3O1,31450,31450,02 Mar 2020,31450,31450,30175,30400,-1050,28974300,891362272500,20442,17371.4,30400,265300,30375.0,2900,24408459900.0,24408459900.0,24408459900.0,22296300,19115600,821858.0,25480302725.0,33
71,BBCA,Bank Central Asia Tbk.,--M8B3O1,30400,31000,03 Mar 2020,31000,31750,31000,31600,1200,22932700,723138232500,14680,18057.1,31650,38500,31600.0,1779300,24408459900.0,24408459900.0,24408459900.0,17476900,17140300,1876271.0,58185918554.0,43
71,BBCA,Bank Central Asia Tbk.,--M8B3O1,31600,31575,04 Mar 2020,31575,32500,31300,32200,600,16605000,532743082500,13767,18400.0,32200,486000,32125.0,42200,24408459900.0,24408459900.0,24408459900.0,12680200,10878100,7950346.0,252760272050.0,35
71,BBCA,Bank Central Asia Tbk.,--S8B3O1,32100,32350,27 Feb 2020,32375,32375,31000,31450,-650,25850900,812819827500,21387,17971.4,31450,99700,31425.0,7300,24408459900.0,24408459900.0,24408459900.0,20847900,14032000,172962.0,5499377650.0,26
71,BBCA,Bank Central Asia Tbk.,--M8B3O1,32175,31750,06 Mar 2020,31750,31750,31000,31000,-1175,15567100,484892162500,11504,17714.3,31050,4400,31000.0,181600,24408459900.0,24408459900.0,24408459900.0,12237700,7223000,6195271.0,194417732518.0,46
71,BBCA,Bank Central Asia Tbk.,--M8B3O1,31000,30000,09 Mar 2020,30000,30200,28925,28925,-2075,28177900,830787437500,27698,16528.6,28925,108600,28900.0,592000,24408459900.0,24408459900.0,24408459900.0,19129600,11371900,13267853.0,414126537925.0,28
71,BBCA,Bank Central Asia Tbk.,--M8B3O1,28925,29200,10 Mar 2020,29225,30050,29200,29625,700,26733400,794722720000,18141,16928.6,29625,215500,29600.0,35500,24408459900.0,24408459900.0,24408459900.0,21106000,15198400,34575.0,1036073150.0,8
71,BBCA,Bank Central Asia Tbk.,--M8B3O1,29625,29750,11 Mar 2020,29725,29900,28950,29250,-375,18640900,548550047500,14494,16714.3,29275,12600,29250.0,67400,24408459900.0,24408459900.0,24408459900.0,14019600,11724100,10161769.0,298564107667.0,45
71,BBCA,Bank Central Asia Tbk.,--M8B3O1,29250,28000,12 Mar 2020,28000,28200,27300,27800,-1450,25969100,724107957500,20901,15885.7,27800,1026100,27775.0,21200,24408459900.0,24408459900.0,24408459900.0,19441900,16101700,1722045.0,48160855784.0,29
72,BBCA,Bank Central Asia Tbk.,--M8B3-1,27800,0,13 Mar 2020,0,28750,25875,28300,500,42338000,1155685242500,27728,16171.4,28400,2000,28300.0,67600,24408459900.0,24408459900.0,24408459900.0,27929300,25458600,9113028.0,239325037875.0,12
72,BBCA,Bank Central Asia Tbk.,--M8B3-1,28300,0,16 Mar 2020,0,28300,26575,27525,-775,30109700,825678660000,21731,15728.6,27550,900,27525.0,170300,24408459900.0,24408459900.0,24408459900.0,21880500,17579900,5116694.0,134414846268.0,11
72,BBCA,Bank Central Asia Tbk.,--M8B3-1,27525,0,17 Mar 2020,0,27525,25600,25600,-1925,42440000,1110351837500,34305,14628.6,25600,1742200,0.0,0,24408459900.0,24408459900.0,24408459900.0,32611100,24377600,11800269.0,313375584128.0,22
72,BBCA,Bank Central Asia Tbk.,--M8B3-1,25600,0,18 Mar 2020,0,26900,23825,25000,-600,36010700,909336317500,41473,14285.7,25025,100,25000.0,216100,24408459900.0,24408459900.0,24408459900.0,20696400,23682500,6653725.0,175924033235.0,30
72,BBCA,Bank Central Asia Tbk.,--M8B3-1,25000,0,19 Mar 2020,0,24975,23250,23250,-1750,52883800,1232241515000,18024,13285.7,23250,367600,0.0,0,24408459900.0,24408459900.0,24408459900.0,41724000,19935200,1639799.0,40928379433.0,24
72,BBCA,Bank Central Asia Tbk.,--M8B3-1,23250,0,20 Mar 2020,0,26925,21625,23675,425,67026400,1570190292500,46069,13528.6,23800,1100,23675.0,424000,24408459900.0,24408459900.0,24408459900.0,43175700,44481500,13830328.0,314027979600.0,59
72,BBCA,Bank Central Asia Tbk.,--M8B3-1,23675,0,23 Mar 2020,0,25000,22025,22150,-1525,43568700,1008025982500,42545,12657.1,22150,41300,22125.0,11800,24408459900.0,24408459900.0,24408459900.0,31126200,28578300,2216498.0,56512004250.0,21
72,BBCA,Bank Central Asia Tbk.,--M8B3-1,22150,0,24 Mar 2020,0,24975,22250,22500,350,50794200,1198181152500,45930,12857.1,22675,800,22500.0,904100,24408459900.0,24408459900.0,24408459900.0,32146200,33421100,6475919.0,150929294007.0,51
72,BBCA,Bank Central Asia Tbk.,--M8B3-1,22500,0,26 Mar 2020,0,26975,23250,26400,3900,66326600,1731417162500,50000,15085.7,26400,301900,26375.0,700,24408459900.0,24408459900.0,24408459900.0,34408700,49605000,4620735.0,115568803600.0,24
72,BBCA,Bank Central Asia Tbk.,--M8B3-1,26400,0,27 Mar 2020,0,29475,26775,27550,1150,53936600,1515112735000,44105,15742.9,27575,400,27550.0,139000,24408459900.0,24408459900.0,24408459900.0,25447500,30611800,9406954.0,248498674541.0,50
72,BBCA,Bank Central Asia Tbk.,--M8B3-1,27550,0,30 Mar 2020,0,27775,25775,27475,-75,31992900,852019420000,27305,15700.0,27600,300,27475.0,188600,24408459900.0,24408459900.0,24408459900.0,15186900,17208100,5859753.0,158567607230.0,15
72,BBCA,Bank Central Asia Tbk.,--M8B3-1,27475,0,31 Mar 2020,0,28550,27425,27625,150,36527700,1014470912500,24693,15785.7,27650,64100,27625.0,778800,24408459900.0,24408459900.0,24408459900.0,26092300,24922100,4669780.0,127416998210.0,43
72,BBCA,Bank Central Asia Tbk.,--M8B3-1,27625,0,01 Apr 2020,0,28750,27125,27400,-225,30566300,852200672500,21279,15657.1,27400,1125300,27350.0,400,24408459900.0,24408459900.0,24408459900.0,19559500,22081300,7534224.0,209100068775.0,18
72,BBCA,Bank Central Asia Tbk.,--M8B3-1,27400,0,02 Apr 2020,0,27350,26800,27050,-350,27324700,739233410000,13658,15457.1,27075,5100,27050.0,326800,24408459900.0,24408459900.0,24408459900.0,16492700,16589100,1175223.0,32545897425.0,8
72,BBCA,Bank Central Asia Tbk.,--M8B3-1,27050,0,03 Apr 2020,0,27650,26825,27475,425,22101200,602592502500,13782,15700.0,27475,181100,27450.0,7600,24408459900.0,24408459900.0,24408459900.0,9991700,14280900,2576101.0,69636017704.0,12
71,BBCA,Bank Central Asia Tbk.,--M8B3-1,27475,0,06 Apr 2020,0,28700,27475,28675,1200,15636800,440490132500,17147,16385.7,28675,816300,28625.0,800,24408459900.0,24408459900.0,24408459900.0,5837600,11266700,654528.0,17769371650.0,14
71,BBCA,Bank Central Asia Tbk.,--M8B3-1,28675,0,07 Apr 2020,0,30500,27900,28275,-400,29830700,852769325000,21263,16157.1,28275,5181800,28225.0,1200,24408459900.0,24408459900.0,24408459900.0,18628100,20092900,1122870.0,31584662445.0,14
71,BBCA,Bank Central Asia Tbk.,--M8B3-1,28275,0,08 Apr 2020,0,28300,27400,28175,-100,21222300,590982317500,18073,16100.0,28175,257900,27850.0,1800,24408459900.0,24408459900.0,24408459900.0,15194600,15228900,498556.0,13857391100.0,11
71,BBCA,Bank Central Asia Tbk.,--M8B3-1,28175,0,09 Apr 2020,0,28475,27500,27975,-200,17999400,501862670000,14781,15985.7,27975,79400,27825.0,83900,24408459900.0,24408459900.0,24408459900.0,11594000,10919800,6669728.0,187276487025.0,21
71,BBCA,Bank Central Asia Tbk.,--M8B3-1,27975,0,13 Apr 2020,0,28075,27400,27500,-475,11608600,319841050000,9845,15714.3,27525,400,27500.0,131900,24408459900.0,24408459900.0,24408459900.0,9950000,6061700,7441897.0,205437347800.0,33
71,BBCA,Bank Central Asia Tbk.,--M8B3-1,27500,0,14 Apr 2020,0,27950,27225,27575,75,19159200,526259712500,14674,15757.1,27575,21200,27425.0,100,24408459900.0,24408459900.0,24408459900.0,15641600,8776100,9249528.0,253506728800.0,8
71,BBCA,Bank Central Asia Tbk.,--M8B3-1,27575,0,15 Apr 2020,0,28150,27225,27425,-150,19068400,527002192500,16640,15671.4,27450,36800,27425.0,2900,24408459900.0,24408459900.0,24408459900.0,11774700,12244000,13402848.0,372615063753.0,16
71,BBCA,Bank Central Asia Tbk.,CDM8B3-1,27425,0,16 Apr 2020,0,27600,25925,26200,-1225,35398100,938087237500,26157,14971.4,26225,2500,26200.0,504300,24408459900.0,24408459900.0,24408459900.0,29144000,17122100,5321634.0,139634300350.0,15
71,BBCA,Bank Central Asia Tbk.,CDM8B3-1,26200,0,17 Apr 2020,0,27225,26400,27125,925,32187100,868814030000,21189,15500.0,27125,510900,27100.0,59600,24408459900.0,24408459900.0,24408459900.0,22955900,21639800,4052833.0,108821653235.0,15
71,BBCA,Bank Central Asia Tbk.,CDM8B3-1,27125,0,20 Apr 2020,0,27500,26650,26775,-350,18148800,490086160000,15470,15300.0,26775,332600,26750.0,41600,24408459900.0,24408459900.0,24408459900.0,14101300,8897600,723882.0,19668508025.0,26
71,BBCA,Bank Central Asia Tbk.,CDM8B3-1,27125,0,20 Apr 2020,0,27500,26650,26775,-350,18148800,490086160000,15470,15300.0,26775,332600,26750.0,41600,24408459900.0,24408459900.0,24408459900.0,14101300,8897600,723882.0,19668508025.0,26
71,BBCA,Bank Central Asia Tbk.,--M8B3-1,25800,0,22 Apr 2020,0,26175,25225,25725,-75,21452700,551692562500,20471,14700.0,25750,100,25725.0,435500,24408459900.0,24408459900.0,24408459900.0,14702200,11239600,7438370.0,192334088900.0,14
71,BBCA,Bank Central Asia Tbk.,XDM8B3-1,25725,0,23 Apr 2020,0,26225,25600,25600,-125,21083900,545726340000,12784,14628.6,25700,400,25600.0,198900,24408459900.0,24408459900.0,24408459900.0,14393000,13410100,11048936.0,287313508644.0,53
71,BBCA,Bank Central Asia Tbk.,XDM8B3-1,25600,0,24 Apr 2020,0,25700,24600,24600,-1000,26229900,656055532500,24438,14057.1,24750,2500,24600.0,871900,24408459900.0,24408459900.0,24408459900.0,20829600,5562500,12582885.0,327164572125.0,15
71,BBCA,Bank Central Asia Tbk.,XDM8B3-1,25600,0,24 Apr 2020,0,25700,24600,24600,-1000,26229900,656055532500,24438,14057.1,24750,2500,24600.0,871900,24408459900.0,24408459900.0,24408459900.0,20829600,5562500,12582885.0,327164572125.0,15
71,BBCA,Bank Central Asia Tbk.,XDM8B3-1,24800,0,28 Apr 2020,0,24875,24025,24150,-650,36097600,875091435000,22434,13800.0,24150,636700,24125.0,1100,24408459900.0,24408459900.0,24408459900.0,26486400,14713200,3063100.0,74118450929.0,287
71,BBCA,Bank Central Asia Tbk.,XDM8B3-1,24150,0,29 Apr 2020,0,24250,24000,24250,100,24232200,584718632500,12866,13857.1,24250,482400,24175.0,200,24408459900.0,24408459900.0,24408459900.0,16935400,16697800,11076324.0,276807136766.0,86
71,BBCA,Bank Central Asia Tbk.,XDM8B3-1,24250,0,30 Apr 2020,0,26250,24400,25850,1600,34816200,897469355000,25494,14771.4,25925,1000,25850.0,47700,24408459900.0,24408459900.0,24408459900.0,11097800,22018900,18909481.0,481197773239.0,199
71,BBCA,Bank Central Asia Tbk.,XDM8B3-1,25850,0,04 May 2020,0,26500,25000,26100,250,22899500,589391360000,17093,14914.3,26250,100,26100.0,104000,24408459900.0,24408459900.0,24408459900.0,11934800,18060400,11671127.0,302193335125.0,151
71,BBCA,Bank Central Asia Tbk.,XDM8B3-1,26425,0,06 May 2020,0,26850,26500,26775,350,17279100,461234580000,12951,15300.0,26775,183200,26725.0,10000,24408459900.0,24408459900.0,24408459900.0,11112300,14367600,4746411.0,118758864515.0,88
71,BBCA,Bank Central Asia Tbk.,XDM8B3-1,26775,0,08 May 2020,0,27000,25750,26225,-550,24605600,644170787500,14554,14985.7,26225,168200,26200.0,34800,24408459900.0,24408459900.0,24408459900.0,20084800,16576400,6413977.0,167942313575.0,52
71,BBCA,Bank Central Asia Tbk.,XDM8B3-1,26225,0,11 May 2020,0,26625,26225,26475,250,8123100,215022192500,8434,15128.6,26550,900,26475.0,559000,24408459900.0,24408459900.0,24408459900.0,3862200,5755900,18506139.0,487195571420.0,56
71,BBCA,Bank Central Asia Tbk.,XDM8B3-1,26475,0,12 May 2020,0,26700,25150,26100,-375,23732000,611258150000,19526,14914.3,26100,3806600,25500.0,74600,24408459900.0,24408459900.0,24408459900.0,17772900,10830000,7515329.0,198951997090.0,46
71,BBCA,Bank Central Asia Tbk.,XDM8B3-1,26100,0,13 May 2020,0,25850,25425,25550,-550,18994600,485853832500,12076,14600.0,25575,200,25550.0,56300,24408459900.0,24408459900.0,24408459900.0,15729500,12480600,6105174.0,156518015700.0,28
71,BBCA,Bank Central Asia Tbk.,XDM8B3-1,25550,0,14 May 2020,0,25550,24525,24600,-950,26253600,652938460000,24823,14057.1,24600,4200,24575.0,91100,24408459900.0,24408459900.0,24408459900.0,22435600,10683900,8868817.0,224443076574.0,30
71,BBCA,Bank Central Asia Tbk.,XDM8B3-1,24600,0,15 May 2020,0,24975,23400,23925,-675,41158000,984334962500,35702,13671.4,23925,1362900,23900.0,37700,24408459900.0,24408459900.0,24408459900.0,33122600,17057500,8438255.0,205306235375.0,47
71,BBCA,Bank Central Asia Tbk.,XDM8B3-1,23925,0,18 May 2020,0,24225,23750,23825,-100,27999500,668705065000,17592,13614.3,23825,264800,23800.0,103000,24408459900.0,24408459900.0,24408459900.0,24972200,14793100,11923522.0,284390610775.0,62
71,BBCA,Bank Central Asia Tbk.,--M8B3-1,23825,0,19 May 2020,0,24800,23400,23400,-425,25700900,619808510000,24167,13371.4,23600,200,23400.0,2720700,24408459900.0,24408459900.0,24408459900.0,20370100,7732300,1098258.0,26421032961.0,49
71,BBCA,Bank Central Asia Tbk.,--M8B3-1,23400,0,20 May 2020,0,24000,23450,23825,425,23831600,567063937500,15594,13614.3,23875,100,23825.0,1007000,24408459900.0,24408459900.0,24408459900.0,18281900,8790300,24400912.0,581856426536.0,44
71,BBCA,Bank Central Asia Tbk.,--M8B3-1,23825,0,26 May 2020,0,25000,23875,24850,1025,35215300,872204637500,25178,14200.0,24875,117500,24850.0,250100,24408459900.0,24408459900.0,24408459900.0,23825300,25334400,28203926.0,673970889150.0,46
71,BBCA,Bank Central Asia Tbk.,--M8B3-1,24850,0,27 May 2020,0,25000,24275,24825,-25,30350700,747448977500,17303,14185.7,24850,167900,24825.0,104800,24408459900.0,24408459900.0,24408459900.0,22436200,21154600,11729951.0,288751035725.0,94
71,BBCA,Bank Central Asia Tbk.,--M8B3-1,24825,0,28 May 2020,0,26600,25000,26475,1650,45846600,1198930285000,26043,15128.6,26475,531500,26375.0,17700,24408459900.0,24408459900.0,24408459900.0,18076000,37766800,6366829.0,159751971900.0,84
71,BBCA,Bank Central Asia Tbk.,--M8B3-1,26475,0,29 May 2020,0,26475,25950,25950,-525,79882800,2082003545000,21436,14828.6,26000,100,25950.0,7278500,24408459900.0,24408459900.0,24408459900.0,72572600,69813300,4651917.0,121900532468.0,84
71,BBCA,Bank Central Asia Tbk.,--M8B3-1,25950,0,02 Jun 2020,0,27500,26200,26800,850,36273900,981486330000,23888,15314.3,26900,85900,26800.0,787600,24408459900.0,24408459900.0,24408459900.0,20615700,26847000,7690856.0,199502433850.0,147
71,BBCA,Bank Central Asia Tbk.,--M8B3-1,26800,0,03 Jun 2020,0,28900,27000,28900,2100,55934700,1587358392500,30546,16514.3,28900,1548400,28850.0,400,24408459900.0,24408459900.0,24408459900.0,12717200,46680200,10148651.0,265579959165.0,125
71,BBCA,Bank Central Asia Tbk.,--M8B3-1,28900,0,04 Jun 2020,0,29950,28000,28950,50,47231700,1380827812500,25327,16542.9,28975,35100,28950.0,41000,24408459900.0,24408459900.0,24408459900.0,16286300,38270700,13578307.0,382092499750.0,87
71,BBCA,Bank Central Asia Tbk.,--M8B3-1,28950,0,05 Jun 2020,0,29275,27925,28625,-325,17631500,503084707500,18753,16357.1,28625,115100,28600.0,92900,24408459900.0,24408459900.0,24408459900.0,8736300,8716100,16396208.0,460853270875.0,105
71,BBCA,Bank Central Asia Tbk.,--M8B3-1,28625,0,08 Jun 2020,0,29625,28775,29500,875,34711500,1018002050000,18297,16857.1,29500,1029000,29475.0,5500,24408459900.0,24408459900.0,24408459900.0,9764400,21309700,10481647.0,278406145575.0,83
71,BBCA,Bank Central Asia Tbk.,--M8B3-1,28625,0,08 Jun 2020,0,29625,28775,29500,875,34711500,1018002050000,18297,16857.1,29500,1029000,29475.0,5500,24408459900.0,24408459900.0,24408459900.0,9764400,21309700,10481647.0,278406145575.0,83
