No,Stock Code,Company Name,Remarks,Previous,Open Price,Last Trading Date,First Trade,High,Low,Close,Change,Volume,Value,Frequency,Index Individual,Offer,Offer Volume,Bid,Bid Volume,Listed Shares,Tradeble Shares,Weight For Index,Foreign Sell,Foreign Buy,Non Regular Volume,Non Regular Value,Non Regular Frequency
72,BBCA,Bank Central Asia Tbk.,XDMO1UQNCN000081--------------,33575,34525,23 Dec 2020,34525,34525,33100,33625,50,15389600,519066797500,13300,19214.3,33650,20500,33625.0,27300,24408459900.0,24408459900.0,24408459900.0,8302300,8048000,9184049.0,313695779663.0,11
72,BBCA,Bank Central Asia Tbk.,XDMO1UQNCN000081--------------,33625,33950,28 Dec 2020,33900,34100,33300,33900,275,12046800,407872662500,7804,19371.4,33925,80200,33900.0,405700,24408459900.0,24408459900.0,24408459900.0,3265500,7303800,451728.0,15638348598.0,18
72,BBCA,Bank Central Asia Tbk.,XDMO1UQNCN000081--------------,33900,33875,29 Dec 2020,33900,34050,33700,33825,-75,6842500,231657885000,7524,19328.6,33850,1000,33825.0,219700,24408459900.0,24408459900.0,24408459900.0,3125100,5156300,175646.0,5947634587.0,17
72,BBCA,Bank Central Asia Tbk.,XDMO1UQNCN000081--------------,33825,34000,30 Dec 2020,33950,34000,33500,33850,25,10535100,357007020000,11498,19342.9,33875,50400,33850.0,438500,24408459900.0,24408459900.0,24408459900.0,4860600,7722200,2449776.0,82977683700.0,15
72,BBCA,Bank Central Asia Tbk.,XDMO1UQNCN000081--------------,33850,34000,04 Jan 2021,34000,34275,33600,34175,325,9587400,326697622500,10187,19528.6,34200,36500,34175.0,176800,24408459900.0,24408459900.0,24408459900.0,4439700,6547600,126250.0,4283465394.0,12
72,BBCA,Bank Central Asia Tbk.,--MO1UQNCN000081--------------,34175,34300,05 Jan 2021,34300,35450,34250,35450,1275,20966200,733641877500,21176,20257.1,35450,448100,35200.0,189400,24408459900.0,24408459900.0,24408459900.0,5928900,18143400,118619.0,4042913935.0,21
72,BBCA,Bank Central Asia Tbk.,--MO1UQNCN000081--------------,35450,35250,06 Jan 2021,35325,35375,34400,34725,-725,17950700,626171017500,15424,19842.9,34750,800,34725.0,46300,24408459900.0,24408459900.0,24408459900.0,11309300,11725500,465313.0,16246913000.0,16
72,BBCA,Bank Central Asia Tbk.,--MO1UQNCN000081--------------,34725,35000,07 Jan 2021,35000,35250,34550,34825,100,14272000,497544282500,10760,19900.0,34825,209800,34800.0,300,24408459900.0,24408459900.0,24408459900.0,10660200,11564700,6481842.0,220806037425.0,30
72,BBCA,Bank Central Asia Tbk.,--MO1UQNCN000081--------------,34825,35175,08 Jan 2021,35000,35400,34875,35250,425,15006700,528463447500,12562,20142.9,35250,72600,35225.0,1400,24408459900.0,24408459900.0,24408459900.0,5063800,13056900,230086.0,8050058686.0,14
72,BBCA,Bank Central Asia Tbk.,--MO1UQNCN000081--------------,35250,35750,11 Jan 2021,35750,36800,35725,36725,1475,33806900,1237824775000,20595,20985.7,36725,444700,36675.0,600,24408459900.0,24408459900.0,24408459900.0,13211500,30319200,50917.0,1826203400.0,20
72,BBCA,Bank Central Asia Tbk.,--MO1UQNCN000081--------------,36725,36725,12 Jan 2021,36725,36900,35800,35800,-925,19047000,686686100000,19754,20457.1,35825,5700,35800.0,116200,24408459900.0,24408459900.0,24408459900.0,7280900,10402800,143154.0,5241852061.0,18
72,BBCA,Bank Central Asia Tbk.,--MO1UQNCN000081--------------,35800,36225,13 Jan 2021,36200,36375,35350,35600,-200,15316300,546485222500,16636,20342.9,35600,226100,35575.0,2600,24408459900.0,24408459900.0,24408459900.0,8590100,8839900,1132795.0,40867614657.0,24
72,BBCA,Bank Central Asia Tbk.,--MO1UQNCN000081--------------,35800,36225,13 Jan 2021,36200,36375,35350,35600,-200,15316300,546485222500,16636,20342.9,35600,226100,35575.0,2600,24408459900.0,24408459900.0,24408459900.0,8590100,8839900,1132795.0,40867614657.0,24
72,BBCA,Bank Central Asia Tbk.,--MO1UQNCN000081--------------,35800,36225,13 Jan 2021,36200,36375,35350,35600,-200,15316300,546485222500,16636,20342.9,35600,226100,35575.0,2600,24408459900.0,24408459900.0,24408459900.0,8590100,8839900,1132795.0,40867614657.0,24
72,BBCA,Bank Central Asia Tbk.,--MO1UQNCN000081--------------,35800,36225,13 Jan 2021,36200,36375,35350,35600,-200,15316300,546485222500,16636,20342.9,35600,226100,35575.0,2600,24408459900.0,24408459900.0,24408459900.0,8590100,8839900,1132795.0,40867614657.0,24
72,BBCA,Bank Central Asia Tbk.,--MO1UQNCN000081--------------,35600,35600,19 Jan 2021,35600,35600,35025,35475,-125,14755400,522543310000,12797,20271.4,35475,4339800,35450.0,1700,24408459900.0,24408459900.0,24408459900.0,10590900,10043300,1368956.0,48425716700.0,19
72,BBCA,Bank Central Asia Tbk.,--MO1UQNCN000081--------------,35475,35825,20 Jan 2021,35825,36475,35350,35475,0,21443200,764274587500,13375,20271.4,35500,800,35475.0,256900,24408459900.0,24408459900.0,24408459900.0,13152600,14310700,45871.0,1631681131.0,19
72,BBCA,Bank Central Asia Tbk.,--MO1UQNCN000081--------------,35100,35475,15 Jan 2021,35450,35500,34200,34775,-325,17970700,626140905000,22464,19871.4,34800,14000,34775.0,451700,24408459900.0,24408459900.0,24408459900.0,11379600,9775500,8133537.0,289076988850.0,17
72,BBCA,Bank Central Asia Tbk.,--MO1UQNCN000081--------------,35375,35375,22 Jan 2021,35400,35800,35375,35400,25,16165800,573435235000,8826,20228.6,35400,62100,35375.0,338700,24408459900.0,24408459900.0,24408459900.0,7828100,13371100,2545180.0,90583928116.0,16
72,BBCA,Bank Central Asia Tbk.,--MO1UQNCN0000G111------------,35400,36000,25 Jan 2021,36000,36000,35000,35175,-225,15367300,542404927500,10545,20100.0,35200,6300,35175.0,66600,24408459900.0,24408459900.0,24408459900.0,9580700,9214000,3375663.0,119659397300.0,43
72,BBCA,Bank Central Asia Tbk.,--MO1UQNCN0000G111------------,35175,34775,26 Jan 2021,34775,35000,34100,34100,-1075,19731600,680646375000,25213,19485.7,34200,10500,34100.0,1710900,24408459900.0,24408459900.0,24408459900.0,16884400,7529800,187910.0,6636442900.0,18
72,BBCA,Bank Central Asia Tbk.,--MO1UQNCN0000G111------------,34100,34100,27 Jan 2021,34100,34650,33525,33950,-150,19584000,668970462500,18739,19400.0,34100,3000,33950.0,113700,24408459900.0,24408459900.0,24408459900.0,15089300,10597100,156236.0,5399208175.0,16
72,BBCA,Bank Central Asia Tbk.,--MO1UQNCN0000G111------------,33950,33950,28 Jan 2021,33975,34625,33950,34500,550,20925400,720278390000,14093,19714.3,34525,49800,34500.0,90400,24408459900.0,24408459900.0,24408459900.0,12076100,15676400,84803.0,2926674200.0,13
72,BBCA,Bank Central Asia Tbk.,--MO1UQNCN0000G111------------,34500,34500,29 Jan 2021,34525,35000,33800,33800,-700,26552500,906522065000,19447,19314.3,33800,129100,33775.0,28900,24408459900.0,24408459900.0,24408459900.0,20868700,17894000,487956.0,16753207695.0,17
73,BBCA,Bank Central Asia Tbk.,--MO1UQNCN0000G111------------,33800,33800,01 Feb 2021,33800,34600,32975,34100,300,22625800,769348757500,20961,19485.7,34100,374000,34075.0,7200,24408459900.0,24408459900.0,24408459900.0,16550400,9899600,981544.0,33632210126.0,51
73,BBCA,Bank Central Asia Tbk.,--MO1UQNCN0000G111------------,34100,34825,02 Feb 2021,34800,34900,34000,34000,-100,17348200,599212690000,14810,19428.6,34600,33700,34000.0,783500,24408459900.0,24408459900.0,24408459900.0,11393900,13788100,6644300.0,227131384125.0,14
73,BBCA,Bank Central Asia Tbk.,--MO1UQNCN0000G111------------,34000,35000,03 Feb 2021,34825,35000,34125,34125,125,13458200,465903670000,9111,19500.0,34375,133500,34125.0,3071800,24408459900.0,24408459900.0,24408459900.0,8044400,11119300,1612166.0,55976668263.0,21
73,BBCA,Bank Central Asia Tbk.,--MO1UQNCN0000G111------------,34125,34600,04 Feb 2021,34600,35000,34175,34275,150,16190100,557563600000,11687,19585.7,34300,13400,34275.0,28000,24408459900.0,24408459900.0,24408459900.0,13683800,12518700,714.0,24617104.0,13
73,BBCA,Bank Central Asia Tbk.,--MO1UQNCN0000G111------------,34275,34350,05 Feb 2021,34375,34750,34275,34575,300,10320400,355919937500,8146,19757.1,34600,7100,34575.0,8000,24408459900.0,24408459900.0,24408459900.0,6524900,9045000,57701.0,1997532849.0,13
73,BBCA,Bank Central Asia Tbk.,--MO1UQNCN0000G111------------,34275,34350,05 Feb 2021,34375,34750,34275,34575,300,10320400,355919937500,8146,19757.1,34600,7100,34575.0,8000,24408459900.0,24408459900.0,24408459900.0,6524900,9045000,57701.0,1997532849.0,13
73,BBCA,Bank Central Asia Tbk.,--MO1UQNCN0000G111------------,34600,35000,09 Feb 2021,34850,35150,34775,34900,300,15114800,528615360000,11747,19942.9,34900,1026800,34875.0,100,24408459900.0,24408459900.0,24408459900.0,8758700,12344400,525987.0,18322961173.0,20
73,BBCA,Bank Central Asia Tbk.,--MO1UQNCN0000G111------------,34900,35250,10 Feb 2021,35200,35250,34500,34600,-300,8996900,311564217500,11909,19771.4,34625,900,34600.0,32800,24408459900.0,24408459900.0,24408459900.0,7724500,6358700,10590.0,367409925.0,15
73,BBCA,Bank Central Asia Tbk.,--MO1UQNCN0000G111------------,34600,34925,11 Feb 2021,34900,34925,34200,34400,-200,7385200,254682082500,9178,19657.1,34400,599800,34375.0,29200,24408459900.0,24408459900.0,24408459900.0,4499700,3527800,3243698.0,112236144125.0,16
73,BBCA,Bank Central Asia Tbk.,--MO1UQNCN0000G111------------,34575,35250,08 Feb 2021,35275,35275,34400,34600,25,9120800,317827635000,8989,19771.4,34600,463800,34575.0,14100,24408459900.0,24408459900.0,24408459900.0,5689300,7269000,306428.0,10594832843.0,12
73,BBCA,Bank Central Asia Tbk.,--MO1UQNCN0000G111------------,34000,34400,16 Feb 2021,34350,34725,34150,34700,700,9444200,325755802500,8419,19828.6,34700,735500,34675.0,13500,24408459900.0,24408459900.0,24408459900.0,4459000,6835600,2230997.0,76453717050.0,22
73,BBCA,Bank Central Asia Tbk.,--MO1UQNCN0000G111------------,34700,34450,17 Feb 2021,34450,34800,34250,34500,-200,13202300,455135490000,11532,19714.3,34500,969200,34450.0,2100,24408459900.0,24408459900.0,24408459900.0,10849000,11058800,1527175.0,52770561925.0,12
73,BBCA,Bank Central Asia Tbk.,--MO1UQNCN0000G111------------,34500,34250,18 Feb 2021,34250,34500,33675,33675,-825,18240800,619686137500,18506,19242.9,33900,5300,33675.0,1038500,24408459900.0,24408459900.0,24408459900.0,11973600,7647400,1131887.0,38783336681.0,31
73,BBCA,Bank Central Asia Tbk.,--MO1UQNCN0000G111------------,33675,33900,19 Feb 2021,33900,34250,33800,34125,450,14097500,479227617500,12254,19500.0,34125,721500,34100.0,3700,24408459900.0,24408459900.0,24408459900.0,11320900,11347000,5498392.0,186975369225.0,20
73,BBCA,Bank Central Asia Tbk.,--MO1UQNCN0000G111------------,34125,34500,22 Feb 2021,34500,34700,33950,33950,-175,13782600,471158342500,15786,19400.0,34025,700,33950.0,144600,24408459900.0,24408459900.0,24408459900.0,10172300,9148500,7326753.0,249629009075.0,11
73,BBCA,Bank Central Asia Tbk.,--MO1UQNCN0000G111------------,33950,34100,23 Feb 2021,34100,34225,33875,34125,175,11672000,397278747500,12109,19500.0,34150,1400,34125.0,338100,24408459900.0,24408459900.0,24408459900.0,9495000,9495800,8268086.0,282186492850.0,12
73,BBCA,Bank Central Asia Tbk.,--MO1UQNCN0000G111------------,34125,34125,24 Feb 2021,34150,34175,33625,33625,-500,14373800,486252347500,17605,19214.3,33700,100,33625.0,610800,24408459900.0,24408459900.0,24408459900.0,13030300,8592700,12003643.0,495720922550.0,22
73,BBCA,Bank Central Asia Tbk.,--MO1UQNCN0000G111------------,33625,33700,25 Feb 2021,33725,33850,33400,33525,-100,15737600,528536370000,20839,19157.1,33550,3400,33525.0,121500,24408459900.0,24408459900.0,24408459900.0,11772800,7902900,4579.0,154695800.0,11
73,BBCA,Bank Central Asia Tbk.,--MO1UQNCN0000G111------------,33525,33525,26 Feb 2021,33525,34050,33225,33550,25,34726300,1169470342500,17279,19171.4,33550,1137500,33525.0,79700,24408459900.0,24408459900.0,24408459900.0,28425300,30860100,3485620.0,119433258270.0,19
73,BBCA,Bank Central Asia Tbk.,--MO1UQNCN0000G111------------,33550,34150,01 Mar 2021,34150,35225,34000,35225,1675,41107800,1433046222500,29524,20128.6,35250,120000,35225.0,307600,24408459900.0,24408459900.0,24408459900.0,16316200,35823600,6140630.0,207729292590.0,16
73,BBCA,Bank Central Asia Tbk.,--MO1UQNCN0000G111------------,35225,35600,02 Mar 2021,35600,35800,35000,35075,-150,16289300,573939910000,15952,20042.9,35100,2800,35075.0,464900,24408459900.0,24408459900.0,24408459900.0,11582000,13869900,226467.0,7915096650.0,13
73,BBCA,Bank Central Asia Tbk.,--MO1UQNCN0000G111------------,35075,35325,03 Mar 2021,35325,35425,35000,35000,-75,16894000,595214107500,11425,20000.0,35250,200,35000.0,1877600,24408459900.0,24408459900.0,24408459900.0,12196100,15062000,10147623.0,356626752500.0,32
73,BBCA,Bank Central Asia Tbk.,--MO1UQNCN0000G111------------,35000,34525,04 Mar 2021,34525,35000,33600,33600,-1400,24160500,825648195000,19643,19200.0,33800,400,33600.0,3060800,24408459900.0,24408459900.0,24408459900.0,19803400,13435400,6612125.0,230131333800.0,29
73,BBCA,Bank Central Asia Tbk.,--MO1UQNCN0000G111------------,33600,33600,05 Mar 2021,33625,34625,33600,34000,400,22374300,766671142500,16843,19428.6,34000,24700,33975.0,23500,24408459900.0,24408459900.0,24408459900.0,15547000,18312800,7261693.0,249608652475.0,12
73,BBCA,Bank Central Asia Tbk.,--MO1UQNCN0000G111------------,34000,34750,08 Mar 2021,34700,34750,33600,33600,-400,18176600,614656395000,24584,19200.0,33625,1200,33600.0,256000,24408459900.0,24408459900.0,24408459900.0,15203100,6068300,934.0,31751688.0,16
73,BBCA,Bank Central Asia Tbk.,--MO1UQNCN0000G111------------,33600,33500,09 Mar 2021,33550,33575,33000,33025,-575,27116400,899493865000,33797,18871.4,33125,15300,33025.0,965100,24408459900.0,24408459900.0,24408459900.0,22251100,7266700,1680253.0,56613128300.0,24
73,BBCA,Bank Central Asia Tbk.,--MO1UQNCN0000G111------------,33025,33600,10 Mar 2021,33550,33600,33100,33525,500,10060400,336650420000,12503,19157.1,33525,64700,33500.0,6900,24408459900.0,24408459900.0,24408459900.0,4846700,6758500,2793600.0,92385400841.0,16
73,BBCA,Bank Central Asia Tbk.,--MO1UQNCN0000G111------------,33525,34375,12 Mar 2021,34350,34400,33575,33825,300,14865600,503459300000,16338,19328.6,33850,16700,33825.0,110100,24408459900.0,24408459900.0,24408459900.0,9445100,9780400,1058782.0,35497379360.0,21
73,BBCA,Bank Central Asia Tbk.,--MO1UQNCN0000G111------------,33825,34075,15 Mar 2021,34075,34100,33325,33325,-500,11483200,384973365000,15332,19042.9,33350,1500,33325.0,318600,24408459900.0,24408459900.0,24408459900.0,8770300,4982000,27268.0,909747574.0,18
73,BBCA,Bank Central Asia Tbk.,--MO1UQNCN0000G111------------,33325,33550,16 Mar 2021,33550,33550,33100,33125,-200,14151100,469405972500,20759,18928.6,33150,7300,33125.0,180800,24408459900.0,24408459900.0,24408459900.0,10720500,4213200,270483.0,9106927378.0,13
73,BBCA,Bank Central Asia Tbk.,--MO1UQNCN0000G111------------,33125,33250,17 Mar 2021,33250,33325,33025,33050,-75,14294900,472918327500,15674,18885.7,33075,13500,33050.0,372200,24408459900.0,24408459900.0,24408459900.0,9872900,6870500,17000623.0,578020626580.0,13
73,BBCA,Bank Central Asia Tbk.,--MO1UQNCN0000G111------------,33050,33100,18 Mar 2021,33125,33600,33050,33525,475,14013500,466909345000,14736,19157.1,33550,129800,33525.0,292400,24408459900.0,24408459900.0,24408459900.0,9623600,9416800,747813.0,24739941688.0,13
73,BBCA,Bank Central Asia Tbk.,--MO1UQNCN0000G111------------,33525,33850,19 Mar 2021,33775,33850,33125,33800,275,25170600,845103200000,15789,19314.3,33800,888400,33350.0,300,24408459900.0,24408459900.0,24408459900.0,20926400,20627700,5790392.0,194899348750.0,18
73,BBCA,Bank Central Asia Tbk.,--MO1UQNCN0000G111------------,33800,33200,22 Mar 2021,33300,33400,33050,33100,-700,13504700,447714830000,16210,18914.3,33125,200,33100.0,302100,24408459900.0,24408459900.0,24408459900.0,11165100,5648300,199160.0,6686321237.0,13
73,BBCA,Bank Central Asia Tbk.,--MO1UQNCN0000G111------------,33100,33600,23 Mar 2021,33575,33600,32775,32825,-275,25552500,844329720000,29676,18757.1,32850,6000,32825.0,1597600,24408459900.0,24408459900.0,24408459900.0,16981800,9619200,62384.0,2066968400.0,14
73,BBCA,Bank Central Asia Tbk.,--MO1UQNCN0000G111------------,32825,32575,24 Mar 2021,32550,32750,32100,32200,-625,30410000,982678535000,29139,18400.0,32225,33700,32200.0,77000,24408459900.0,24408459900.0,24408459900.0,22888100,14338000,2251780.0,73154478625.0,12
73,BBCA,Bank Central Asia Tbk.,--MO1UQNCN0000G111------------,32200,32000,25 Mar 2021,32000,32200,31650,31850,-350,23820300,758615720000,24569,18200.0,31875,100,31850.0,231000,24408459900.0,24408459900.0,24408459900.0,17376400,10730800,1766976.0,57421168725.0,9
73,BBCA,Bank Central Asia Tbk.,--MO1UQNCN0000G111------------,31850,31850,26 Mar 2021,31875,32225,31500,32075,225,26893500,860506547500,18813,18328.6,32100,200,32075.0,42200,24408459900.0,24408459900.0,24408459900.0,21898300,16900600,4065134.0,129370113025.0,15
73,BBCA,Bank Central Asia Tbk.,--MO1UQNCN0000G111------------,32075,32050,29 Mar 2021,32075,32575,31800,31800,-275,22674100,726771997500,22114,18171.4,31825,12800,31800.0,32600,24408459900.0,24408459900.0,24408459900.0,17513700,13566600,7464410.0,238068752325.0,27
73,BBCA,Bank Central Asia Tbk.,--MO1UQNCN0000G111------------,32075,32050,29 Mar 2021,32075,32575,31800,31800,-275,22674100,726771997500,22114,18171.4,31825,12800,31800.0,32600,24408459900.0,24408459900.0,24408459900.0,17513700,13566600,7464410.0,238068752325.0,27
73,BBCA,Bank Central Asia Tbk.,--MO1UQNCN0000G111------------,31975,31950,31 Mar 2021,31950,31975,30725,31075,-900,44678100,1390601562500,37171,17757.1,31100,200,31075.0,583800,24408459900.0,24408459900.0,24408459900.0,32902700,18430500,673169.0,21405923919.0,13
73,BBCA,Bank Central Asia Tbk.,--MO1UQNCN0000G111------------,31075,31075,01 Apr 2021,31100,31350,30775,31125,50,22457200,698836185000,21302,17785.7,31150,51100,31125.0,244400,24408459900.0,24408459900.0,24408459900.0,17294600,13931200,4649144.0,144579205425.0,14
73,BBCA,Bank Central Asia Tbk.,CDMO1UQNCN0000G111------------,31125,31250,05 Apr 2021,31275,31450,30775,30775,-350,14662300,454460472500,16658,17585.7,30775,61900,30750.0,299800,24408459900.0,24408459900.0,24408459900.0,11377400,4981800,6917199.0,216190413795.0,18
73,BBCA,Bank Central Asia Tbk.,CDMO1UQNCN0000G111------------,30775,30675,06 Apr 2021,30750,30850,30400,30825,50,16043000,493935050000,14280,17614.3,30825,115200,30800.0,270000,24408459900.0,24408459900.0,24408459900.0,13734500,7634300,1400279.0,43181774700.0,6
73,BBCA,Bank Central Asia Tbk.,CDMO1UQNCN0000G111------------,30825,30775,07 Apr 2021,30825,31375,30675,31250,425,21581600,666452485000,18441,17857.1,31250,189000,31225.0,1400,24408459900.0,24408459900.0,24408459900.0,18653500,11054000,1668690.0,51843691100.0,22
73,BBCA,Bank Central Asia Tbk.,--MO1UQNCN0000G111------------,31250,31000,08 Apr 2021,31000,31075,30625,30675,-575,24739500,761066157500,21106,17528.6,30700,100,30675.0,293500,24408459900.0,24408459900.0,24408459900.0,21579800,8776200,8851923.0,271905359652.0,19
73,BBCA,Bank Central Asia Tbk.,--MO1UQNCN0000G111------------,30675,31575,09 Apr 2021,31575,31600,30725,31000,325,23392200,726413747500,18906,17714.3,31000,2200,30975.0,3000,24408459900.0,24408459900.0,24408459900.0,16429400,14246100,12032030.0,371842880375.0,25
73,BBCA,Bank Central Asia Tbk.,XDMO1UQNCN0000G111------------,31000,31475,12 Apr 2021,31250,31475,30300,30325,-675,22082300,674875585000,24002,17328.6,30350,101200,30325.0,273700,24408459900.0,24408459900.0,24408459900.0,15829600,9761900,5520896.0,171386444150.0,11
73,BBCA,Bank Central Asia Tbk.,XDMO1UQNCN0000G111------------,30325,30250,13 Apr 2021,30225,30300,29900,30000,-325,23842300,715821185000,24907,17142.9,30025,207300,30000.0,572500,24408459900.0,24408459900.0,24408459900.0,18002400,9375900,6457600.0,197227457515.0,13
73,BBCA,Bank Central Asia Tbk.,XDMO1UQNCN0000G111------------,30000,30525,14 Apr 2021,30500,31525,30300,31525,1525,27103900,842800915000,21824,18014.3,31525,238100,31500.0,297600,24408459900.0,24408459900.0,24408459900.0,10427800,20380900,293771.0,9134467450.0,6
73,BBCA,Bank Central Asia Tbk.,XDMO1UQNCN0000G111------------,31525,31525,15 Apr 2021,31525,31550,30900,31400,-125,20537300,641907540000,16542,17942.9,31425,61700,31400.0,242100,24408459900.0,24408459900.0,24408459900.0,13579900,14956900,9493711.0,294759479956.0,17
73,BBCA,Bank Central Asia Tbk.,XDMO1UQNCN0000G111------------,31400,31850,16 Apr 2021,31800,31850,31075,31375,-25,15858700,497646480000,12448,17928.6,31400,93400,31375.0,547300,24408459900.0,24408459900.0,24408459900.0,11503100,12295600,794527.0,24560585765.0,17
73,BBCA,Bank Central Asia Tbk.,XDMO1UQNCN0000G111------------,31375,31375,19 Apr 2021,31350,31400,31150,31350,-25,9419000,294919325000,7809,17914.3,31350,23900,31325.0,7000,24408459900.0,24408459900.0,24408459900.0,6770800,7594100,1679731.0,52691796775.0,9
73,BBCA,Bank Central Asia Tbk.,XDMO1UQNCN0000G111------------,31350,31000,20 Apr 2021,31000,31250,30925,31175,-175,14544200,451723457500,10707,17814.3,31175,23400,31150.0,900,24408459900.0,24408459900.0,24408459900.0,11912900,11768100,660061.0,20664526331.0,8
73,BBCA,Bank Central Asia Tbk.,XDMO1UQNCN0000G111------------,31175,31000,21 Apr 2021,31025,31125,30825,30825,-350,13679400,423639482500,9684,17614.3,30925,1000,30825.0,274400,24408459900.0,24408459900.0,24408459900.0,12094500,9505000,48264.0,1496069300.0,13
73,BBCA,Bank Central Asia Tbk.,XDMO1UQNCN0000G111------------,30825,31000,22 Apr 2021,30950,31375,30900,31075,250,12751600,395819287500,12255,17757.1,31100,6800,31075.0,245500,24408459900.0,24408459900.0,24408459900.0,8544800,9598600,5891.0,182637375.0,6
73,BBCA,Bank Central Asia Tbk.,XDMO1UQNCN0000G111------------,31075,31400,23 Apr 2021,31400,31975,31125,31950,875,21699700,686618455000,18967,18257.1,31950,231700,31925.0,13500,24408459900.0,24408459900.0,24408459900.0,10440200,15924000,12062.0,374561725.0,8
73,BBCA,Bank Central Asia Tbk.,XDMO1UQNCN0000G111------------,31950,31975,26 Apr 2021,31975,32000,31400,31425,-525,21748400,688311985000,14391,17957.1,31475,4000,31425.0,101400,24408459900.0,24408459900.0,24408459900.0,15588100,16780800,2334514.0,73403635711.0,178
73,BBCA,Bank Central Asia Tbk.,XDMO1UQNCN0000G111------------,31425,31850,27 Apr 2021,31800,32175,31775,32025,600,26530000,850529580000,17676,18300.0,32050,49300,32025.0,435000,24408459900.0,24408459900.0,24408459900.0,15447600,20941700,1675802.0,53419322775.0,590
73,BBCA,Bank Central Asia Tbk.,XDMO1UQNCN0000G111------------,32025,32000,28 Apr 2021,32000,32025,31575,31600,-425,17532000,556340117500,11984,18057.1,31625,2000,31600.0,1501900,24408459900.0,24408459900.0,24408459900.0,14251200,14388700,425114.0,13606949500.0,163
73,BBCA,Bank Central Asia Tbk.,XDMO1UQNCN0000G111------------,31600,32300,29 Apr 2021,32100,32300,31800,32050,450,11471000,367339872500,8782,18314.3,32075,40300,32050.0,12000,24408459900.0,24408459900.0,24408459900.0,7778200,9212800,1058762.0,33789850550.0,175
73,BBCA,Bank Central Asia Tbk.,XDMO1UQNCN0000G111------------,32050,32250,30 Apr 2021,32225,32250,31900,32025,-25,13165900,422154037500,8600,18300.0,32050,11300,32025.0,1149800,24408459900.0,24408459900.0,24408459900.0,9619600,11663200,2247828.0,71981655000.0,137
73,BBCA,Bank Central Asia Tbk.,XDMO1UQNCN0000G111------------,32025,32400,03 May 2021,32150,32400,31725,31950,-75,8413100,268782685000,9480,18257.1,31950,10400,31925.0,1100,24408459900.0,24408459900.0,24408459900.0,5857600,5893900,2049117.0,65490812637.0,116
73,BBCA,Bank Central Asia Tbk.,XDMO1UQNCN0000G111------------,31950,31750,04 May 2021,31750,32150,31700,32000,50,10024700,319648550000,8498,18285.7,32000,213600,31975.0,19000,24408459900.0,24408459900.0,24408459900.0,6584100,7917200,6698273.0,213777226600.0,124
73,BBCA,Bank Central Asia Tbk.,XDMO1UQNCN0000G111------------,32000,32100,05 May 2021,32100,32150,32000,32125,125,10337000,331507725000,6504,18357.1,32125,720700,32100.0,3200,24408459900.0,24408459900.0,24408459900.0,6483600,8670900,2505636.0,80354359600.0,108
73,BBCA,Bank Central Asia Tbk.,--MO1UQNCN0000G111------------,32125,32000,06 May 2021,32025,32250,32000,32125,0,7623100,244562692500,5975,18357.1,32125,759500,32100.0,400,24408459900.0,24408459900.0,24408459900.0,4589000,6704900,3739323.0,119955445342.0,123
73,BBCA,Bank Central Asia Tbk.,--MO1UQNCN0000G111------------,32125,32300,07 May 2021,32250,32300,31925,32000,-125,9772800,313335515000,9412,18285.7,32025,209500,32000.0,209500,24408459900.0,24408459900.0,24408459900.0,6413100,8003100,182658.0,5854940825.0,86
73,BBCA,Bank Central Asia Tbk.,--MO1UQNCN0000G111------------,32000,32000,10 May 2021,32000,32100,31975,32100,100,13636100,436712347500,7544,18342.9,32100,729100,32075.0,100,24408459900.0,24408459900.0,24408459900.0,9876800,12723300,1091883.0,34936202450.0,56
73,BBCA,Bank Central Asia Tbk.,--MO1UQNCN0000G111------------,32100,32000,11 May 2021,32000,32400,31525,32400,300,14136000,450293557500,11963,18514.3,32400,1104400,32300.0,15000,24408459900.0,24408459900.0,24408459900.0,6512500,10502300,1680480.0,53706470975.0,59
73,BBCA,Bank Central Asia Tbk.,--MO1UQNCN0000G111------------,32400,32500,17 May 2021,32475,32500,31875,32500,100,25811700,833610340000,21100,18571.4,32500,649000,32400.0,2700,24408459900.0,24408459900.0,24408459900.0,13657800,23377100,6184632.0,199424597600.0,86
73,BBCA,Bank Central Asia Tbk.,--MO1UQNCN0000G111------------,32500,32000,18 May 2021,32050,32275,31825,31950,-550,14712600,470424327500,11913,18257.1,31975,100,31950.0,16800,24408459900.0,24408459900.0,24408459900.0,11069600,8359500,5581135.0,179993787275.0,51
73,BBCA,Bank Central Asia Tbk.,--MO1UQNCN0000G111------------,31950,31900,19 May 2021,31900,32000,31675,31725,-225,12982500,412718810000,9519,18128.6,31725,85300,31700.0,18400,24408459900.0,24408459900.0,24408459900.0,8028600,7823200,552491.0,17664666500.0,29
73,BBCA,Bank Central Asia Tbk.,--MO1UQNCN0000G111------------,31725,31950,20 May 2021,31750,32175,31750,31900,175,12990000,415605042500,10298,18228.6,31900,250400,31875.0,300,24408459900.0,24408459900.0,24408459900.0,4216000,10162600,2631129.0,83924199947.0,73
73,BBCA,Bank Central Asia Tbk.,--MO1UQNCN0000G111------------,31725,31950,20 May 2021,31750,32175,31750,31900,175,12990000,415605042500,10298,18228.6,31900,250400,31875.0,300,24408459900.0,24408459900.0,24408459900.0,4216000,10162600,2631129.0,83924199947.0,73
